Banner,UPC,Northern California,New York,Kansas,Texas
Walmart,826771870,15.62,13.83,13.34,
Wegmans,826771870,,14.89,14.29,14.49
Whole Foods,826771870,18.29,16.19,,
Safeway,826777526,57.69,,,49.69
Trader Joes,826777526,,,46.79,47.19
Wegmans,826777526,,49.69,47.69,48.19
Whole Foods,826777526,,54.19,1.99,52.59
Walmart,826777526,,,44.4,44.82
Trader Joes,827210689,,,,6.89
Wegmans,827210689,,7.29,,
Whole Foods,827210689,8.89,,1.99,7.69
Safeway,827210689,,,7.19,7.29
Walmart,827210689,,6.87,,
Whole Foods,827352822,26.99,,1.99,
Safeway,827352822,,,21.69,21.89
Wegmans,827352822,,21.89,21.09,21.29
Walmart,827352822,23.07,,19.65,19.83
Walmart,827531126,,37.03,35.67,35.92
Trader Joes,827531126,,38.99,37.49,37.89
Whole Foods,827531126,48.99,43.49,1.99,42.19
Safeway,827531126,,,39.39,39.79
Wegmans,827531126,,39.79,,38.69
Trader Joes,827631041,,40.39,,39.19
Safeway,827631041,47.89,,40.79,41.19
Walmart,827631041,43.2,38.34,36.83,37.2
Whole Foods,827631041,,44.99,1.99,
Wegmans,827631041,,41.19,,39.99
Whole Foods,827898456,,,1.99,
Safeway,827898456,,,37.69,
Wegmans,827898456,,38.09,36.59,36.89
Walmart,827898456,,35.41,34.01,34.32
Trader Joes,827898456,,,,36.19
Safeway,827980895,,,54.59,55.19
Trader Joes,827980895,,,,52.49
Wegmans,827980895,,55.19,52.99,53.59
Whole Foods,827980895,67.89,60.19,1.99,58.39
Walmart,827980895,,51.35,,49.83
Trader Joes,829968022,37.09,,31.69,31.99
Safeway,829968022,39.09,,33.29,
Wegmans,829968022,,33.59,,32.59
Whole Foods,829968022,41.29,36.69,1.99,
Walmart,829968022,,31.31,30.03,30.35
Safeway,830115263,,,44.79,45.29
Walmart,830115263,,42.1,,
Trader Joes,830115263,,44.39,42.59,
Whole Foods,830115263,55.69,49.39,,47.99
Wegmans,830115263,,45.29,,
Walmart,831054514,36.75,,,31.64
Trader Joes,831054514,38.69,,32.99,33.39
Whole Foods,831054514,43.09,38.19,1.99,37.09
Safeway,831054514,,,34.69,35.09
Wegmans,831054514,,35.09,33.69,33.99
Trader Joes,831639757,,41.69,40.09,
Walmart,831639757,,39.63,38.07,38.47
Whole Foods,831639757,52.29,46.39,1.99,
Safeway,831639757,49.39,,,42.59
Wegmans,831639757,,42.59,40.89,41.29
Wegmans,832037986,,7.59,,7.39
Walmart,832037986,8.06,7.1,,
Whole Foods,832037986,,8.29,1.99,8.09
Safeway,832037986,,,7.59,7.59
Trader Joes,832037986,,,,7.29
Wegmans,832713642,,28.49,27.39,27.69
Safeway,832713642,33.09,,,28.49
Trader Joes,832713642,,,,27.09
Whole Foods,832713642,35.09,,1.99,30.19
Walmart,832713642,,26.54,,25.76
Trader Joes,835193761,65.19,,,56.19
Walmart,835193761,61.91,,52.76,53.34
Safeway,835193761,,,58.39,58.99
Whole Foods,835193761,72.59,64.39,1.49,62.49
Wegmans,835193761,,58.99,56.69,57.29
Trader Joes,835966795,12.89,,,11.09
Walmart,835966795,12.21,10.8,,10.57
Safeway,835966795,,,11.49,11.69
Wegmans,835966795,,11.69,11.19,11.29
Whole Foods,835966795,14.29,12.69,1.99,12.29
Walmart,836742374,,40.84,39.21,39.63
Whole Foods,836742374,,47.79,1.99,46.39
Safeway,836742374,,,,43.89
Trader Joes,836742374,,,41.29,41.69
Wegmans,836742374,,43.89,42.09,42.59
Whole Foods,836817411,30.49,27.09,1.99,26.29
Wegmans,836817411,,24.79,,24.09
Safeway,836817411,28.79,,24.59,24.79
Walmart,836817411,,23.16,,
Trader Joes,836817411,,24.29,,23.59
Walmart,838460068,,55.55,53.35,53.96
Trader Joes,838460068,65.89,58.49,56.19,56.79
Wegmans,838460068,,59.69,,57.89
Safeway,838460068,,,59.09,59.69
Whole Foods,838460068,,65.09,1.99,
Whole Foods,838729004,,7.69,1.99,
Wegmans,838729004,,6.99,,6.79
Safeway,838729004,8.09,,6.99,6.99
Walmart,838729004,,6.51,6.37,6.37
Trader Joes,838729004,,,,6.69
Walmart,839680734,32.26,,,27.71
Safeway,839680734,,,30.39,30.69
Whole Foods,839680734,,33.49,1.99,
Trader Joes,839680734,33.89,,,29.19
Wegmans,839680734,,30.69,29.49,29.79
Safeway,840138489,,,26.89,27.19
Walmart,840138489,28.43,25.26,24.36,24.5
Trader Joes,840138489,,,,25.79
Whole Foods,840138489,33.39,29.59,1.99,28.69
Wegmans,840138489,,27.19,26.09,26.39
Trader Joes,841392681,,,53.39,53.89
Safeway,841392681,,,56.09,56.69
Walmart,841392681,,52.7,50.7,
Wegmans,841392681,,56.69,54.49,55.09
Whole Foods,841392681,69.69,61.89,1.99,60.09
Wegmans,842306029,,39.59,,38.49
Walmart,842306029,,36.8,35.44,
Whole Foods,842306029,,43.19,1.99,41.89
Safeway,842306029,,,39.19,
Trader Joes,842306029,43.69,,,
Wegmans,842621232,,43.39,,42.09
Walmart,842621232,,40.34,38.81,39.25
Whole Foods,842621232,53.39,47.29,1.99,
Safeway,842621232,,,42.99,
Trader Joes,842621232,47.89,,40.89,
Safeway,842968031,,,33.89,
Whole Foods,842968031,42.09,37.29,1.99,36.19
Wegmans,842968031,,34.19,,33.19
Trader Joes,842968031,37.79,,,32.59
Walmart,842968031,,31.8,30.6,30.91
Safeway,843645850,,,28.29,
Whole Foods,843645850,,31.19,1.99,30.29
Wegmans,843645850,,,27.49,27.79
Walmart,843645850,,26.6,,25.87
Trader Joes,843645850,,,26.89,27.19
Trader Joes,845328666,,35.09,,34.09
Whole Foods,845328666,,39.09,1.99,37.89
Walmart,845328666,,,32.01,
Wegmans,845328666,,35.79,,
Safeway,845328666,,,35.49,35.79
Safeway,845893087,,,50.99,
Walmart,845893087,54.02,,46.17,46.54
Wegmans,845893087,,51.59,49.59,50.09
Trader Joes,845893087,,,48.59,48.99
Whole Foods,845893087,,56.19,,
Whole Foods,846637828,,5.69,1.99,5.49
Wegmans,846637828,,5.19,4.99,5.09
Trader Joes,846637828,5.79,5.09,,4.99
Safeway,846637828,,,,5.19
Walmart,846637828,,4.97,4.72,4.74
Whole Foods,848007798,,20.09,1.99,
Wegmans,848007798,,18.49,,17.89
Walmart,848007798,,17.25,16.54,16.72
Trader Joes,848007798,,,,17.59
Safeway,848007798,21.39,,18.29,18.49
Wegmans,848280790,,36.99,,35.89
Trader Joes,848280790,40.89,,,35.19
Whole Foods,848280790,45.49,,,39.19
Safeway,848280790,,,36.59,36.99
Walmart,848280790,,34.43,,
Wegmans,849299370,,11.19,,10.89
Whole Foods,849299370,,12.19,1.99,11.79
Trader Joes,849299370,,10.99,,10.59
Walmart,849299370,11.74,10.44,,10.12
Safeway,849299370,,,,11.19
Trader Joes,849425547,57.49,,,49.49
Whole Foods,849425547,63.99,56.69,1.99,55.09
Walmart,849425547,54.56,48.46,46.57,46.92
Safeway,849425547,60.39,,51.49,51.99
Wegmans,849425547,,51.99,49.99,50.49
Trader Joes,849702242,,,,41.49
Walmart,849702242,,40.56,,
Wegmans,849702242,,43.59,,42.29
Safeway,849702242,50.59,,43.19,43.59
Whole Foods,849702242,53.59,47.59,1.99,
Wegmans,850719150,,8.29,,
Walmart,850719150,8.7,7.75,7.42,
Safeway,850719150,,,8.19,8.29
Whole Foods,850719150,,8.99,1.99,
Trader Joes,850719150,9.09,,7.79,7.89
Safeway,850860889,20.69,,17.69,17.79
Walmart,850860889,,16.61,15.94,
Trader Joes,850860889,,,,16.99
Wegmans,850860889,,17.79,,17.29
Whole Foods,850860889,21.89,19.49,1.99,18.89
Safeway,852479948,22.29,,18.99,19.19
Trader Joes,852479948,21.19,,18.09,18.19
Wegmans,852479948,,19.19,,18.59
Walmart,852479948,20.17,17.84,17.14,17.32
Whole Foods,852479948,23.59,20.89,1.99,
Trader Joes,853687097,45.69,40.49,,39.29
Walmart,853687097,,38.52,36.94,
Wegmans,853687097,,41.39,,
Whole Foods,853687097,50.89,45.09,1.99,43.79
Whole Foods,854689154,64.39,57.19,,
Trader Joes,854689154,57.89,51.39,49.29,49.79
Walmart,854689154,54.97,48.75,,
Safeway,854689154,60.89,,51.89,52.39
Wegmans,854689154,,52.39,,50.89
Trader Joes,854985252,43.39,38.49,,
Whole Foods,854985252,48.29,42.79,1.99,
Wegmans,854985252,,39.29,,38.09
Safeway,854985252,,,38.89,39.29
Walmart,854985252,,36.5,35.17,35.41
Walmart,855000437,,20.05,19.25,
Trader Joes,855000437,,21.09,20.29,20.49
Safeway,855000437,24.99,,,21.49
Whole Foods,855000437,26.49,23.49,1.99,22.79
Wegmans,855000437,,21.49,20.69,20.89
Whole Foods,856365324,48.69,43.19,1.99,
Wegmans,856365324,,39.59,,38.39
Safeway,856365324,,,,39.59
Trader Joes,856365324,43.69,,37.29,37.69
Walmart,856365324,,,35.4,
Walmart,856554674,25.17,22.37,21.41,
Safeway,856554674,,,23.69,23.99
Whole Foods,856554674,29.49,26.19,,
Trader Joes,856554674,,23.49,,
Wegmans,856554674,,23.99,22.99,23.29
Whole Foods,857067649,68.09,60.39,1.99,58.69
Wegmans,857067649,,55.39,53.19,53.79
Trader Joes,857067649,,54.29,52.19,52.69
Safeway,857067649,64.29,,54.79,55.39
Walmart,857067649,58.06,51.52,49.56,50.02
Wegmans,857721983,,27.39,,26.59
Trader Joes,857721983,,,,26.09
Safeway,857721983,,,27.09,27.39
Whole Foods,857721983,33.69,,,28.99
Walmart,857721983,,25.53,24.57,
Whole Foods,859607186,,27.09,,26.29
Trader Joes,859607186,27.39,,,23.59
Wegmans,859607186,,24.79,23.89,24.09
Safeway,859607186,28.79,,24.59,
Walmart,859607186,,23.15,,
Trader Joes,860167579,39.59,,33.69,34.09
Safeway,860167579,,,,35.79
Walmart,860167579,,33.31,32.02,32.31
Whole Foods,860167579,43.99,39.09,1.99,
Wegmans,860167579,,35.79,34.39,34.79
Walmart,861024387,5.62,4.92,,
Trader Joes,861024387,5.89,,4.99,
Whole Foods,861024387,,5.79,1.99,5.59
Safeway,861024387,6.19,,5.29,5.29
Wegmans,861024387,,,,5.19
Safeway,861871758,61.79,,52.69,53.19
Trader Joes,861871758,,52.19,,50.59
Whole Foods,861871758,,58.09,1.99,56.39
Wegmans,861871758,,53.19,,51.69
Trader Joes,864093895,,,,2.89
Walmart,864093895,3.16,2.84,,2.73
Safeway,864093895,,,,2.99
Whole Foods,864093895,3.69,3.29,1.99,3.19
Wegmans,864093895,,2.99,,2.89
Wegmans,864128161,,4.39,,4.29
Trader Joes,864128161,4.89,4.29,4.19,4.19
Walmart,864128161,4.66,4.15,,
Whole Foods,864128161,,4.79,1.99,
Safeway,864128161,,,4.39,4.39
Safeway,864892235,,,40.19,
Wegmans,864892235,,40.59,38.99,39.39
Whole Foods,864892235,,,1.99,
Trader Joes,864892235,44.89,,,38.59
Walmart,864892235,,37.83,,36.74
Safeway,865020811,,,43.09,43.59
Wegmans,865020811,,43.59,41.79,42.29
Walmart,865020811,45.66,40.54,38.96,
Whole Foods,865020811,53.49,47.49,1.99,
Trader Joes,865020811,,,40.99,41.39
Wegmans,866416138,,41.19,,39.99
Trader Joes,866416138,,40.39,38.79,39.19
Whole Foods,866416138,,,1.99,
Walmart,866416138,43.25,38.3,,
Safeway,866416138,47.79,,40.79,41.19
Trader Joes,866698043,6.69,,,5.79
Safeway,866698043,,,,6.09
Walmart,866698043,,5.73,5.57,5.54
Whole Foods,866698043,,6.59,1.99,
Wegmans,866698043,,6.09,5.89,5.89
Safeway,870309366,,,41.29,41.69
Walmart,870309366,,38.86,37.33,
Wegmans,870309366,,41.69,40.09,40.49
Trader Joes,870309366,,40.89,,39.69
Whole Foods,870309366,51.29,45.49,1.99,44.19
Whole Foods,870595943,56.49,50.19,1.99,48.69
Walmart,870595943,,42.81,,41.54
Trader Joes,870595943,50.79,,,43.69
Wegmans,870595943,,45.99,44.19,44.59
Safeway,870595943,,,45.49,45.99
Safeway,870721732,20.89,,,17.99
Trader Joes,870721732,,,,17.19
Wegmans,870721732,,17.99,17.29,17.49
Walmart,870721732,18.92,16.8,16.1,16.36
Whole Foods,870721732,22.19,19.69,1.99,19.09
Wegmans,872082334,,5.19,,4.99
Trader Joes,872082334,,,4.89,4.89
Walmart,872082334,,4.81,,4.76
Safeway,872082334,,,,5.19
Whole Foods,872082334,6.39,5.69,1.99,
Trader Joes,872889619,43.49,,37.09,37.49
Walmart,872889619,41.32,,35.21,35.57
Whole Foods,872889619,48.39,42.99,1.99,
Safeway,872889619,45.69,,38.99,
Wegmans,872889619,,39.39,,38.19
Walmart,873270447,,55.77,,54.06
Wegmans,873270447,,59.89,,58.09
Safeway,873270447,,,59.29,59.89
Whole Foods,873270447,,65.29,1.99,63.39
Trader Joes,873270447,66.09,58.69,,56.89
Wegmans,874971914,,17.99,,17.39
Walmart,874971914,,16.73,16.12,
Safeway,874971914,,,17.79,17.99
Whole Foods,874971914,22.09,19.59,1.99,
Trader Joes,874971914,,,16.89,17.09
Whole Foods,876226151,23.29,20.69,1.99,
Walmart,876226151,,17.64,17.04,17.16
Trader Joes,876226151,20.99,,17.89,18.09
Safeway,876226151,,,18.79,18.99
Wegmans,876226151,,18.99,,
Walmart,876898615,,54.05,51.96,52.43
Safeway,876898615,,,57.49,58.09
Trader Joes,876898615,64.19,,,55.29
Whole Foods,876898615,,63.39,,
Wegmans,876898615,,58.09,,
Trader Joes,877162041,,,,24.69
Wegmans,877162041,,25.89,24.89,25.19
Walmart,877162041,27.25,24.12,,
Whole Foods,877162041,,,1.99,
Safeway,877162041,,,25.69,25.89
Whole Foods,878698622,30.79,27.39,1.99,
Safeway,878698622,,,24.79,25.09
Trader Joes,878698622,,,23.59,23.89
Walmart,878698622,26.32,23.31,22.4,
Wegmans,878698622,,25.09,,24.39
Safeway,879777546,,,47.29,47.69
Whole Foods,879777546,58.69,52.09,1.99,
Trader Joes,879777546,,46.79,,45.39
Wegmans,879777546,,47.69,45.89,46.29
Walmart,879777546,,44.47,,
Safeway,881311707,,,,53.19
Walmart,881311707,,49.41,,48.07
Whole Foods,881311707,65.39,57.99,1.99,56.29
Trader Joes,881311707,58.69,52.09,,50.59
Wegmans,881311707,,53.19,,51.59
Trader Joes,881539712,63.69,,54.29,54.79
Walmart,881539712,60.46,53.61,51.57,
Whole Foods,881539712,70.89,62.89,1.99,
Wegmans,881539712,,57.69,,55.99
Wegmans,882672998,,26.59,,
Safeway,882672998,,,26.29,26.59
Trader Joes,882672998,,25.99,,25.29
Whole Foods,882672998,32.69,28.99,1.99,
Walmart,882672998,,24.75,,
Trader Joes,883647960,52.49,,,45.19
Safeway,883647960,,,47.09,47.59
Walmart,883647960,,44.23,,42.94
Wegmans,883647960,,47.59,45.69,46.19
Whole Foods,883647960,,51.89,1.99,50.39
Trader Joes,883713851,41.29,36.59,35.19,35.59
Wegmans,883713851,,37.39,,
Safeway,883713851,,,36.99,37.39
Walmart,883713851,39.23,34.87,33.43,33.75
Whole Foods,883713851,45.99,40.79,,39.59
Wegmans,884354350,,,,55.49
Trader Joes,884354350,,55.99,53.79,54.29
Walmart,884354350,59.91,53.1,,
Whole Foods,884354350,,62.29,,60.49
Safeway,885481376,,,15.39,15.49
Wegmans,885481376,,15.49,,15.09
Whole Foods,885481376,19.09,16.89,1.99,16.39
Walmart,885481376,,14.43,,14.04
Trader Joes,885481376,17.09,,,14.79
Whole Foods,886012244,6.59,5.79,1.99,5.69
Walmart,886012244,,5.05,,4.81
Trader Joes,886012244,5.89,5.29,,5.09
Wegmans,886012244,,5.39,5.19,5.19
Safeway,886012244,6.19,,5.29,
Whole Foods,886105169,,53.09,1.99,51.49
Walmart,886105169,,45.24,43.54,
Wegmans,886105169,,48.69,,47.19
Trader Joes,886105169,,,45.79,46.29
Safeway,886105169,,,48.19,
Safeway,887149013,,,48.49,48.99
Wegmans,887149013,,48.99,,47.59
Whole Foods,887149013,60.19,53.39,1.99,
Walmart,887149013,51.35,45.56,43.84,44.26
Trader Joes,887149013,,,46.09,46.59
Safeway,888354959,2.19,,1.89,1.89
Wegmans,888354959,,1.89,1.89,1.89
Trader Joes,888354959,,,,1.89
Whole Foods,888354959,,2.09,1.99,2.09
Walmart,888354959,,1.87,,1.87
Safeway,888599847,,,49.49,49.99
Trader Joes,888599847,,,,47.59
Walmart,888599847,,46.53,44.7,
Whole Foods,888599847,,54.59,1.99,
Wegmans,888599847,,49.99,,48.59
Whole Foods,888666503,74.49,66.09,1.99,
Walmart,888666503,,56.37,,54.7
Trader Joes,888666503,66.89,59.39,,
Wegmans,888666503,,60.59,,58.79
Safeway,888666503,,,59.99,60.59
Safeway,888713764,24.39,,20.79,20.99
Whole Foods,888713764,,22.89,1.99,
Walmart,888713764,,19.55,18.82,
Trader Joes,888713764,,20.59,,
Wegmans,888713764,,20.99,,20.39
Trader Joes,891797170,,24.29,23.39,23.59
Safeway,891797170,28.79,,24.59,24.79
Wegmans,891797170,,24.79,,24.09
Whole Foods,891797170,30.49,27.09,1.99,26.29
Walmart,891797170,,23.13,,22.41
Wegmans,894150291,,26.19,25.09,25.39
Trader Joes,894150291,28.89,,24.59,
Walmart,894150291,,24.3,,23.66
Safeway,894150291,30.39,,,26.19
Whole Foods,894150291,,,1.99,
Trader Joes,894764703,28.19,,,24.29
Wegmans,894764703,,25.49,,24.79
Safeway,894764703,29.59,,25.29,
Whole Foods,894764703,,27.79,1.99,
Walmart,894764703,26.71,23.76,,
Trader Joes,895637329,49.59,43.99,,42.69
Walmart,895637329,,41.71,40.16,
Safeway,895637329,,,44.49,44.89
Whole Foods,895637329,55.19,48.99,1.99,47.49
Wegmans,895637329,,44.89,,43.59
Whole Foods,896138462,,,1.99,
Walmart,896138462,,20.47,19.63,19.85
Trader Joes,896138462,24.29,21.49,,20.89
Safeway,896138462,,,,21.99
Wegmans,896138462,,21.99,,21.29
Whole Foods,896974529,,17.89,1.99,17.39
Trader Joes,896974529,18.09,16.09,,15.59
Walmart,896974529,,15.32,,14.86
Safeway,896974529,,,16.29,16.39
Wegmans,896974529,,16.39,15.79,15.89
Trader Joes,897021614,62.49,,,
Wegmans,897021614,,56.59,,54.89
Whole Foods,897021614,,,1.99,
Safeway,897021614,,,55.99,
Safeway,897422303,45.09,,38.49,
Walmart,897422303,,36.12,,35.16
Whole Foods,897422303,47.79,42.39,1.99,41.09
Wegmans,897422303,,38.89,,37.69
Trader Joes,897422303,42.89,38.09,,36.99
Walmart,899571200,23.1,,,
Trader Joes,899571200,,,,20.99
Whole Foods,899571200,27.19,24.09,1.99,
Wegmans,899571200,,22.09,,21.39
Walmart,899819893,58.33,,,50.21
Safeway,899819893,,,55.09,55.69
Trader Joes,899819893,,,,52.99
Wegmans,899819893,,55.69,,54.09
Whole Foods,899819893,68.49,60.69,1.99,58.99
Trader Joes,899956196,60.19,53.39,,51.89
Wegmans,899956196,,,,52.89
Safeway,899956196,,,53.99,
Walmart,899956196,57.15,50.74,48.75,49.2
Whole Foods,899956196,66.99,59.49,,57.69
Walmart,902552274,,0.73,0.74,
Safeway,902552274,,,0.69,0.79
Wegmans,902552274,,0.79,,0.69
Whole Foods,902552274,,0.79,,
Wegmans,904041295,,38.29,36.79,
Trader Joes,904041295,,37.59,36.09,36.49
Walmart,904041295,,35.67,,
Whole Foods,904041295,,41.79,1.99,
Trader Joes,904714463,50.69,,43.19,43.69
Safeway,904714463,53.29,,45.49,
Wegmans,904714463,,45.89,44.09,44.59
Whole Foods,904714463,56.49,50.09,1.99,48.59
Walmart,904714463,,42.74,,41.41
Wegmans,905792642,,9.79,,9.59
Trader Joes,905792642,,,,9.39
Safeway,905792642,,,9.69,
Walmart,905792642,10.3,9.23,8.8,8.92
Whole Foods,905792642,12.09,10.69,1.99,
Whole Foods,905914857,57.29,50.79,1.99,
Wegmans,905914857,,46.59,,45.19
Walmart,905914857,48.86,,,42.04
Safeway,905914857,,,46.09,46.59
Trader Joes,905914857,,45.69,43.89,44.29
Safeway,906234211,,,3.09,3.09
Trader Joes,906234211,3.39,2.99,,2.99
Walmart,906234211,,2.96,2.84,2.83
Wegmans,906234211,,3.09,2.99,2.99
Whole Foods,906234211,3.79,3.39,1.99,3.29
Safeway,907400779,18.19,,15.49,15.69
Wegmans,907400779,,15.69,,15.19
Trader Joes,907400779,,,,14.89
Whole Foods,907400779,19.29,17.09,1.99,
Walmart,907400779,16.45,14.6,14.05,14.23
Safeway,909199429,,,29.39,29.69
Trader Joes,909199429,32.79,,27.99,
Whole Foods,909199429,,32.39,1.99,
Walmart,909199429,31.15,27.63,26.61,
Wegmans,909199429,,29.69,,28.89
Safeway,912415151,,,24.59,24.79
Walmart,912415151,,23.14,22.22,22.44
Whole Foods,912415151,,27.09,1.99,26.29
Wegmans,912415151,,24.79,23.79,24.09
Trader Joes,912415151,27.39,,,23.59
Trader Joes,912873332,22.59,,,19.39
Wegmans,912873332,,,,19.79
Whole Foods,912873332,,22.29,1.99,21.59
Walmart,912873332,,19.0,,
Safeway,912873332,23.69,,20.19,
Whole Foods,915191199,38.89,34.49,1.99,
Trader Joes,915191199,34.99,,29.79,30.09
Wegmans,915191199,,31.69,,30.69
Walmart,915191199,33.27,,,28.6
Safeway,915191199,,,,31.69
Trader Joes,916097175,,16.49,15.79,15.99
Whole Foods,916097175,,18.29,1.99,17.79
Wegmans,916097175,,16.79,,16.29
Walmart,916097175,17.61,15.65,15.07,
Safeway,916097175,,,16.59,16.79
Walmart,917100992,,48.91,47.03,
Wegmans,917100992,,52.59,,
Safeway,917100992,61.09,,,52.59
Trader Joes,917100992,,,49.49,49.99
Whole Foods,917100992,,57.39,1.99,55.69
Trader Joes,917211564,,,,16.19
Wegmans,917211564,,16.99,16.39,16.49
Walmart,917211564,17.9,15.87,,
Safeway,917211564,,,16.89,16.99
Whole Foods,917211564,20.89,18.59,1.99,17.99
Wegmans,917901226,,56.39,54.19,54.69
Trader Joes,917901226,62.29,,,53.59
Walmart,917901226,,52.42,50.32,50.83
Safeway,917901226,,,55.79,
Whole Foods,917901226,69.29,61.49,1.99,
Safeway,918833743,7.29,,6.29,6.29
Whole Foods,918833743,7.79,6.89,1.99,6.69
Wegmans,918833743,,6.29,,6.19
Trader Joes,918833743,,6.19,,5.99
Walmart,918833743,,5.91,5.71,
Trader Joes,919110708,,14.99,14.39,
Walmart,919110708,16.03,14.22,13.75,
Whole Foods,919110708,18.79,16.69,1.99,
Safeway,919110708,,,,15.29
Wegmans,919110708,,15.29,,14.89
Wegmans,920526931,,36.19,,35.09
Safeway,920526931,,,35.79,36.19
Walmart,920526931,,33.62,,32.6
Whole Foods,920526931,,39.49,1.99,
Trader Joes,920526931,39.99,,,34.39
Whole Foods,922747986,21.29,18.89,1.99,18.39
Wegmans,922747986,,17.29,,16.79
Trader Joes,922747986,,,,16.49
Safeway,922747986,,,17.19,17.29
Walmart,922747986,18.2,,,15.61
Whole Foods,923314883,,24.39,1.99,23.69
Wegmans,923314883,,22.39,,21.79
Trader Joes,923314883,,21.99,,21.29
Safeway,923314883,25.99,,22.19,22.39
Walmart,923314883,,20.84,20.06,20.2
Safeway,923891080,,,15.69,15.79
Wegmans,923891080,,15.79,15.19,15.39
Trader Joes,923891080,,,,15.09
Whole Foods,923891080,19.49,,1.99,
Walmart,923891080,16.67,14.73,14.16,
Walmart,924190396,,3.17,3.06,
Safeway,924190396,,,,3.39
Wegmans,924190396,,,3.19,3.29
Trader Joes,924190396,3.69,3.29,3.19,3.19
Whole Foods,924190396,4.09,3.69,,
Whole Foods,926444424,,15.59,1.99,15.19
Safeway,926444424,,,14.19,14.29
Trader Joes,926444424,,,13.49,13.59
Walmart,926444424,,13.35,12.85,
Wegmans,926444424,,14.29,,13.89
Whole Foods,927312846,14.59,12.99,1.99,12.59
Trader Joes,927312846,13.09,,11.19,11.29
Wegmans,927312846,,11.89,,11.49
Walmart,927312846,12.46,11.11,,
Safeway,927312846,13.79,,,11.89
Trader Joes,927693101,21.19,,,18.29
Wegmans,927693101,,19.19,24.09,18.69
Safeway,927693101,22.29,,,19.19
Whole Foods,927693101,23.59,20.99,1.99,20.29
Walmart,927693101,20.13,17.97,17.24,17.37
Walmart,927879675,,26.55,,25.77
Wegmans,927879675,,28.49,,27.69
Safeway,927879675,,,28.19,28.49
Whole Foods,927879675,34.99,31.09,1.99,30.19
Safeway,928259579,21.79,,18.59,18.79
Walmart,928259579,19.73,17.53,16.87,
Trader Joes,928259579,20.79,,17.69,17.89
Whole Foods,928259579,,20.49,1.99,19.89
Wegmans,928259579,,18.79,,18.29
Trader Joes,929137671,,,,13.09
Safeway,929137671,,,13.59,13.69
Whole Foods,929137671,,14.99,1.99,
Walmart,929137671,,12.83,12.3,12.42
Wegmans,929137671,,13.69,,13.29
Wegmans,929338551,,20.59,,19.99
Trader Joes,929338551,,20.19,,19.59
Whole Foods,929338551,,22.39,1.99,21.79
Safeway,929338551,23.89,,20.39,20.59
Walmart,929338551,,19.1,,
Trader Joes,929458444,,,25.19,25.49
Whole Foods,929458444,,29.19,1.99,28.29
Wegmans,929458444,,26.79,,25.99
Safeway,929458444,,,26.49,26.79
Walmart,930355523,13.96,12.42,11.91,
Safeway,930355523,15.39,,13.19,13.29
Trader Joes,930355523,,12.99,12.49,12.69
Wegmans,930355523,,13.29,12.79,9.09
Whole Foods,930355523,,14.49,1.99,14.09
Walmart,931390073,18.02,,15.42,15.52
Whole Foods,931390073,21.09,18.79,1.99,18.19
Safeway,931390073,,,16.99,
Trader Joes,931390073,,16.89,16.19,16.39
Wegmans,931390073,,17.19,,16.69
Walmart,932170886,53.93,47.81,45.92,46.4
Trader Joes,932170886,56.79,,,48.89
Wegmans,932170886,,51.39,,49.89
Safeway,932170886,,,50.89,51.39
Whole Foods,932170886,,56.09,1.99,54.49
Whole Foods,932644749,72.29,64.09,1.99,62.29
Wegmans,932644749,,58.79,56.49,57.09
Trader Joes,932644749,,,,55.89
Safeway,932644749,68.29,,58.19,58.79
Walmart,932644749,,54.73,,
Trader Joes,932864695,30.09,26.69,,25.89
Safeway,932864695,31.69,,26.99,27.29
Walmart,932864695,,25.41,24.45,24.63
Whole Foods,932864695,33.49,29.69,1.99,28.89
Wegmans,932864695,,27.29,,26.49
Walmart,936330605,,53.55,51.44,
Trader Joes,936330605,,,,54.69
Safeway,936330605,,,56.89,57.49
Wegmans,936330605,,57.49,,55.79
Whole Foods,936330605,70.69,62.69,1.99,
Walmart,938758588,45.52,40.37,38.84,39.2
Safeway,938758588,,,42.99,43.39
Whole Foods,938758588,,47.29,1.99,45.99
Wegmans,938758588,,43.39,,42.09
Trader Joes,938758588,,,40.89,41.29
Trader Joes,939282782,,,,33.09
Walmart,939282782,,32.41,31.12,31.47
Whole Foods,939282782,,37.99,,36.89
Safeway,939282782,,,34.49,
Wegmans,939282782,,34.79,,
Trader Joes,942541787,,29.59,,28.69
Walmart,942541787,,28.16,,27.36
Whole Foods,942541787,,32.99,1.99,31.99
Safeway,942541787,,,29.89,30.19
Wegmans,942541787,,,28.99,29.29
Whole Foods,943281894,23.49,20.89,1.99,
Safeway,943281894,,,18.99,19.09
Trader Joes,943281894,21.09,18.79,,18.19
Walmart,943281894,,17.82,,17.34
Wegmans,943281894,,19.09,18.39,18.59
Walmart,944430721,22.2,19.73,,19.11
Safeway,944430721,,,20.99,21.19
Trader Joes,944430721,23.39,,,20.19
Wegmans,944430721,,21.19,,20.59
Whole Foods,944430721,25.99,23.09,1.99,
Whole Foods,945973686,,62.69,1.99,
Wegmans,945973686,,57.49,55.19,
Trader Joes,945973686,63.49,,,54.59
Walmart,945973686,,53.41,51.35,
Safeway,945973686,66.69,,56.89,57.49
Whole Foods,946880003,73.09,,1.99,
Trader Joes,946880003,65.69,58.29,55.99,56.59
